Date,User ID,Email,Is Active,Chat Suggested Lines Added,Chat Suggested Lines Deleted,Chat Accepted Lines Added,Chat Accepted Lines Deleted,Chat Total Applies,Chat Total Accepts,Chat Total Rejects,Chat Tabs Shown,Tabs Accepted,Edit Requests,Ask Requests,Agent Requests,Cmd+K Usages,Subscription Included Reqs,API Key Reqs,Usage Based Reqs,Bugbot Usages,Most Used Model,Most Used Apply Extension,Most Used Tab Extension,Client Version
2025-05-05T00:00:00.000Z,198705864,vmoore@hotmail.com,True,0,0,0,0,1,1,0,247,49,0,0,0,2,2,0,0,0,claude-3.5-sonnet,go,go,0.49.6
2025-05-05T00:00:00.000Z,199079848,rachelmartin@caldwell.com,True,1527,1620,0,0,29,0,15,1,0,0,1,3,1,5,0,0,0,default,tsx,ts,0.49.6
2025-05-06T00:00:00.000Z,26813301,ttaylor@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,50432902,justin53@yahoo.com,True,1305,242,191,29,69,15,31,19,0,0,0,13,0,13,0,0,0,claude-3.7-sonnet-thinking,ts,tsx,0.49.6
2025-05-06T00:00:00.000Z,158006748,jessicaprice@oneal.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,158021034,olsondavid@gmail.com,True,4260,2321,438,79,84,15,66,208,57,0,0,25,8,33,0,0,0,claude-3.7-sonnet-thinking,tsx,tsx,0.49.6
2025-05-06T00:00:00.000Z,182627060,usmith@gmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,183676659,stanley75@graham.net,True,275,270,211,174,8,7,1,25,7,0,0,8,0,8,0,0,0,claude-3.7-sonnet,tsx,tsx,0.49.6
2025-05-06T00:00:00.000Z,183725473,walkerdaniel@hotmail.com,True,147,138,2,1,2,1,1,10,0,0,0,2,0,2,0,0,0,claude-3.7-sonnet,tsx,tsx,0.49.6
2025-05-06T00:00:00.000Z,183895883,owatson@reed-fox.com,True,88,44,22,5,13,6,7,359,67,0,7,6,0,13,0,0,0,default,tsx,tsx,0.49.6
2025-05-06T00:00:00.000Z,184354755,tristanknight@hernandez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,186637084,sarahanderson@smith.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,194694203,samantha99@middleton.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,194767458,julia38@torres.org,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,196253565,keithcampbell@hotmail.com,True,207,246,17,6,20,5,1,133,29,0,0,20,2,22,0,0,0,claude-3.7-sonnet-thinking,tsx,tsx,0.49.6
2025-05-06T00:00:00.000Z,196259226,byrddavid@yahoo.com,True,3,1,3,1,1,1,0,527,112,0,0,6,13,19,0,0,0,claude-3.5-sonnet,go,go,0.49.6
2025-05-06T00:00:00.000Z,196265219,erinjones@yahoo.com,True,15,2,15,2,1,1,0,189,38,0,0,19,0,19,0,0,0,default,ts,ts,0.49.6
2025-05-06T00:00:00.000Z,196269555,stephanieprice@ramirez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,196275726,castrosherry@barron.com,True,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,,,yaml,
2025-05-06T00:00:00.000Z,196343568,gibbschristopher@berger.info,True,37,5,7,3,7,3,3,117,18,0,0,3,0,3,0,0,0,claude-3.7-sonnet,go,go,0.49.6
2025-05-06T00:00:00.000Z,196720509,nsimpson@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-06T00:00:00.000Z,198669145,apace@morrison.net,True,194,143,82,82,21,7,9,37,3,0,0,15,1,16,0,0,0,default,tsx,tsx,0.49.6
2025-05-06T00:00:00.000Z,198705864,vmoore@hotmail.com,True,29,3,2,1,3,1,2,52,4,0,0,4,1,5,0,0,0,default,go,go,0.49.6
2025-05-06T00:00:00.000Z,199079848,rachelmartin@caldwell.com,True,4271,3950,1075,635,206,67,119,2,0,0,3,46,0,49,0,0,0,default,tsx,tsx,0.49.6
2025-05-07T00:00:00.000Z,26813301,ttaylor@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-07T00:00:00.000Z,50432902,justin53@yahoo.com,True,56,11,0,4,5,0,4,73,12,0,4,1,0,5,0,0,0,claude-3.7-sonnet-thinking,go,go,0.49.6
2025-05-07T00:00:00.000Z,158006748,jessicaprice@oneal.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-07T00:00:00.000Z,158021034,olsondavid@gmail.com,True,2851,1559,892,727,122,43,75,414,110,0,0,27,3,30,0,0,0,claude-3.7-sonnet-thinking,tsx,tsx,0.49.6
2025-05-07T00:00:00.000Z,182627060,usmith@gmail.com,True,1125,366,207,4,29,4,17,0,0,0,0,30,0,30,0,0,0,default,tsx,,0.49.6
2025-05-07T00:00:00.000Z,183676659,stanley75@graham.net,True,331,172,77,32,35,11,24,157,20,0,0,16,15,31,0,0,0,claude-3.7-sonnet,tsx,tsx,0.49.6
2025-05-07T00:00:00.000Z,183725473,walkerdaniel@hotmail.com,True,61,2,61,2,2,2,0,4,0,0,0,2,0,2,0,0,0,claude-3.7-sonnet,tsx,tsx,0.49.6
2025-05-07T00:00:00.000Z,183895883,owatson@reed-fox.com,True,91,20,42,1,6,3,0,99,19,0,0,10,0,10,0,0,0,default,tsx,tsx,0.49.6
2025-05-07T00:00:00.000Z,184354755,tristanknight@hernandez.com,True,4,2,2,1,2,1,1,11,2,0,0,3,0,3,0,0,0,default,tsx,ts,0.48.6
2025-05-07T00:00:00.000Z,186637084,sarahanderson@smith.com,True,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,,,go,
2025-05-07T00:00:00.000Z,194694203,samantha99@middleton.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-07T00:00:00.000Z,194767458,julia38@torres.org,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-07T00:00:00.000Z,196253565,keithcampbell@hotmail.com,True,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,claude-3.7-sonnet-thinking,,,
2025-05-07T00:00:00.000Z,196259226,byrddavid@yahoo.com,True,57,30,45,26,11,8,3,444,102,0,0,16,22,38,0,0,0,claude-3.5-sonnet,mod,go,0.49.6
2025-05-07T00:00:00.000Z,196265219,erinjones@yahoo.com,True,8,4,8,4,1,1,0,164,33,0,14,5,0,19,0,0,0,default,ts,ts,0.49.6
2025-05-07T00:00:00.000Z,196269555,stephanieprice@ramirez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-07T00:00:00.000Z,196275726,castrosherry@barron.com,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,,yaml,
2025-05-07T00:00:00.000Z,196343568,gibbschristopher@berger.info,True,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,,,go,
2025-05-07T00:00:00.000Z,196720509,nsimpson@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-07T00:00:00.000Z,198669145,apace@morrison.net,True,214,210,96,99,19,9,6,8,0,0,0,15,0,15,0,0,0,default,tsx,ts,0.49.6
2025-05-07T00:00:00.000Z,198705864,vmoore@hotmail.com,True,281,36,0,0,6,0,4,47,7,0,0,9,1,10,0,0,0,default,ts,tsx,0.49.6
2025-05-07T00:00:00.000Z,199079848,rachelmartin@caldwell.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,26813301,ttaylor@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,50432902,justin53@yahoo.com,True,1181,175,612,86,32,18,13,80,11,0,2,9,2,13,0,0,0,claude-3.7-sonnet-thinking,go,go,0.49.6
2025-05-08T00:00:00.000Z,158006748,jessicaprice@oneal.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,158021034,olsondavid@gmail.com,True,1131,221,0,0,29,0,22,109,23,0,0,9,2,11,0,0,0,claude-3.7-sonnet-thinking,tsx,tsx,0.49.6
2025-05-08T00:00:00.000Z,182627060,usmith@gmail.com,True,782,292,209,52,39,11,28,2,0,0,0,25,1,26,0,0,0,default,tsx,tsx,0.49.6
2025-05-08T00:00:00.000Z,183676659,stanley75@graham.net,True,40,11,2,1,8,0,4,323,68,0,0,11,1,12,0,0,0,claude-3.7-sonnet,ts,ts,0.49.6
2025-05-08T00:00:00.000Z,183725473,walkerdaniel@hotmail.com,True,798,465,160,119,46,7,35,203,32,0,0,18,0,18,0,0,0,claude-3.7-sonnet,ts,tsx,0.49.6
2025-05-08T00:00:00.000Z,183895883,owatson@reed-fox.com,True,5,1,5,1,1,1,0,7,0,0,0,1,0,1,0,0,0,default,tsx,tsx,0.49.6
2025-05-08T00:00:00.000Z,184354755,tristanknight@hernandez.com,True,191,74,47,1,27,6,17,3,0,0,0,10,0,10,0,0,0,default,go,go,0.48.6
2025-05-08T00:00:00.000Z,186637084,sarahanderson@smith.com,True,213,49,29,12,12,3,6,132,51,0,0,5,4,9,0,0,0,default,go,go,0.49.6
2025-05-08T00:00:00.000Z,194694203,samantha99@middleton.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,194767458,julia38@torres.org,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,196253565,keithcampbell@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,196259226,byrddavid@yahoo.com,True,88,8,18,1,8,1,2,227,43,0,0,14,3,17,0,0,0,default,go,go,0.49.6
2025-05-08T00:00:00.000Z,196265219,erinjones@yahoo.com,True,111,51,44,46,10,6,2,110,17,0,10,8,1,19,0,0,0,default,ts,go,0.49.6
2025-05-08T00:00:00.000Z,196269555,stephanieprice@ramirez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,196275726,castrosherry@barron.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,196343568,gibbschristopher@berger.info,True,0,0,0,0,0,0,0,52,9,0,0,0,0,0,0,0,0,,,go,
2025-05-08T00:00:00.000Z,196720509,nsimpson@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,198669145,apace@morrison.net,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-08T00:00:00.000Z,198705864,vmoore@hotmail.com,True,58,18,42,14,16,12,3,134,8,0,0,11,5,16,0,0,0,default,ts,ts,0.49.6
2025-05-08T00:00:00.000Z,199079848,rachelmartin@caldwell.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,26813301,ttaylor@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,50432902,justin53@yahoo.com,True,440,232,190,143,19,11,8,330,107,0,1,17,2,20,0,0,0,default,go,go,0.49.6
2025-05-09T00:00:00.000Z,158006748,jessicaprice@oneal.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,158021034,olsondavid@gmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,182627060,usmith@gmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,183676659,stanley75@graham.net,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,183725473,walkerdaniel@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,183895883,owatson@reed-fox.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,184354755,tristanknight@hernandez.com,True,467,145,164,53,31,15,16,35,4,0,0,18,0,18,0,0,0,default,go,go,0.48.6
2025-05-09T00:00:00.000Z,186637084,sarahanderson@smith.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,194694203,samantha99@middleton.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,194767458,julia38@torres.org,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,196253565,keithcampbell@hotmail.com,True,784,78,28,1,15,1,8,133,5,0,0,11,0,11,0,0,0,claude-3.7-sonnet-thinking,go,go,0.49.6
2025-05-09T00:00:00.000Z,196259226,byrddavid@yahoo.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,196265219,erinjones@yahoo.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,196269555,stephanieprice@ramirez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,196275726,castrosherry@barron.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,196343568,gibbschristopher@berger.info,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,196720509,nsimpson@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,198669145,apace@morrison.net,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,198705864,vmoore@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-09T00:00:00.000Z,199079848,rachelmartin@caldwell.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,26813301,ttaylor@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,50432902,justin53@yahoo.com,True,0,0,0,0,0,0,0,102,14,0,0,0,0,0,0,0,0,,,go,
2025-05-10T00:00:00.000Z,158006748,jessicaprice@oneal.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,158021034,olsondavid@gmail.com,True,0,0,0,0,0,0,0,33,9,0,0,0,1,1,0,0,0,claude-3.7-sonnet,,ts,
2025-05-10T00:00:00.000Z,182627060,usmith@gmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,183676659,stanley75@graham.net,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,183725473,walkerdaniel@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,183895883,owatson@reed-fox.com,True,93,30,62,20,19,12,7,65,9,0,0,7,0,7,0,0,0,default,tsx,tsx,0.49.6
2025-05-10T00:00:00.000Z,184354755,tristanknight@hernandez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,186637084,sarahanderson@smith.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,194694203,samantha99@middleton.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,194767458,julia38@torres.org,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,196253565,keithcampbell@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,196259226,byrddavid@yahoo.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,196265219,erinjones@yahoo.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,196269555,stephanieprice@ramirez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,196275726,castrosherry@barron.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,196343568,gibbschristopher@berger.info,True,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,,,py,
2025-05-10T00:00:00.000Z,198669145,apace@morrison.net,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,198705864,vmoore@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-10T00:00:00.000Z,199079848,rachelmartin@caldwell.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,26813301,ttaylor@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,50432902,justin53@yahoo.com,True,162,4,71,3,4,3,1,0,0,0,0,9,0,9,0,0,0,default,md,,0.49.6
2025-05-11T00:00:00.000Z,158006748,jessicaprice@oneal.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,158021034,olsondavid@gmail.com,True,7270,3515,275,55,102,10,91,330,94,0,0,28,10,38,0,0,0,claude-3.7-sonnet-thinking,tsx,go,0.49.6
2025-05-11T00:00:00.000Z,182627060,usmith@gmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,183676659,stanley75@graham.net,True,825,485,298,197,43,17,23,346,99,0,0,27,14,41,0,0,0,claude-3.7-sonnet,ts,ts,0.49.6
2025-05-11T00:00:00.000Z,183725473,walkerdaniel@hotmail.com,True,2,1,2,1,1,1,0,6,0,0,0,1,0,1,0,0,0,claude-3.7-sonnet,json,ts,0.49.6
2025-05-11T00:00:00.000Z,183895883,owatson@reed-fox.com,True,13,7,11,7,4,2,0,159,22,0,8,5,0,13,0,0,0,default,tsx,tsx,0.49.6
2025-05-11T00:00:00.000Z,184354755,tristanknight@hernandez.com,True,161,121,155,118,13,11,2,8,0,0,0,9,1,10,0,0,0,default,tsx,tsx,0.48.6
2025-05-11T00:00:00.000Z,186637084,sarahanderson@smith.com,True,172,28,4,2,15,2,13,29,10,0,0,7,1,8,0,0,0,default,go,go,0.49.6
2025-05-11T00:00:00.000Z,187080483,kevinsmith@yahoo.com,True,8,4,7,4,3,2,0,87,16,0,4,8,2,14,0,0,0,default,sql,sql,0.49.6
2025-05-11T00:00:00.000Z,194694203,samantha99@middleton.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,194767458,julia38@torres.org,True,138,3,138,3,3,3,0,1,0,0,0,9,0,9,0,0,0,claude-3.7-sonnet,json,json,0.49.6
2025-05-11T00:00:00.000Z,196253565,keithcampbell@hotmail.com,True,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,,,ts,
2025-05-11T00:00:00.000Z,196259226,byrddavid@yahoo.com,True,6,5,6,5,1,1,0,565,165,0,0,2,9,11,0,0,0,claude-3.5-sonnet,go,go,0.49.6
2025-05-11T00:00:00.000Z,196265219,erinjones@yahoo.com,True,170,106,73,24,31,12,17,140,30,0,0,32,0,32,0,0,0,default,go,go,0.49.6
2025-05-11T00:00:00.000Z,196269555,stephanieprice@ramirez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,196275726,castrosherry@barron.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,196343568,gibbschristopher@berger.info,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,198669145,apace@morrison.net,True,2,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,default,ts,,0.49.6
2025-05-11T00:00:00.000Z,198705864,vmoore@hotmail.com,True,2,0,0,0,2,0,0,74,8,0,0,12,0,12,0,0,0,default,go,ts,0.49.6
2025-05-11T00:00:00.000Z,199079848,rachelmartin@caldwell.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,202025709,allentaylor@patel-colon.biz,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-11T00:00:00.000Z,202144429,clarkgarrett@gmail.com,True,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,claude-3.5-sonnet,,,
2025-05-12T00:00:00.000Z,26813301,ttaylor@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-12T00:00:00.000Z,50432902,justin53@yahoo.com,True,459,228,293,88,9,5,4,2,1,0,0,5,0,5,0,0,0,claude-3.7-sonnet-thinking,md,graphql,0.49.6
2025-05-12T00:00:00.000Z,158006748,jessicaprice@oneal.com,True,6,7,6,7,3,3,0,0,0,0,0,2,0,2,0,0,0,default,json,,0.48.6
2025-05-12T00:00:00.000Z,158021034,olsondavid@gmail.com,True,6115,9179,1423,524,102,22,79,210,52,0,0,28,3,31,0,0,0,claude-3.7-sonnet-thinking,tsx,tsx,0.49.6
2025-05-12T00:00:00.000Z,182627060,usmith@gmail.com,True,741,189,135,31,20,5,14,0,0,0,0,14,0,14,0,0,0,default,ts,,0.49.6
2025-05-12T00:00:00.000Z,183676659,stanley75@graham.net,True,879,435,593,217,18,12,6,159,41,0,0,16,3,19,0,0,0,claude-3.7-sonnet,tsx,tsx,0.49.6
2025-05-12T00:00:00.000Z,183725473,walkerdaniel@hotmail.com,True,370,143,14,1,8,1,7,37,13,0,0,10,0,10,0,0,0,claude-3.7-sonnet,ts,ts,0.49.6
2025-05-12T00:00:00.000Z,183895883,owatson@reed-fox.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-12T00:00:00.000Z,184354755,tristanknight@hernandez.com,True,98,80,0,0,4,0,4,0,0,0,0,5,0,5,0,0,0,default,tsx,,0.48.6
2025-05-12T00:00:00.000Z,186637084,sarahanderson@smith.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-12T00:00:00.000Z,187080483,kevinsmith@yahoo.com,True,48,27,12,6,25,6,14,422,51,0,0,15,10,25,0,0,0,default,go,go,0.49.6
2025-05-12T00:00:00.000Z,194694203,samantha99@middleton.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-12T00:00:00.000Z,194767458,julia38@torres.org,True,1328,291,243,86,48,14,33,0,0,0,0,29,0,29,0,0,0,claude-3.7-sonnet,tsx,,0.49.6
2025-05-12T00:00:00.000Z,196253565,keithcampbell@hotmail.com,True,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,,,go,
2025-05-12T00:00:00.000Z,196259226,byrddavid@yahoo.com,True,3,0,0,0,1,0,0,67,16,0,1,0,1,2,0,0,0,default,mod,go,0.49.6
2025-05-12T00:00:00.000Z,196265219,erinjones@yahoo.com,True,147,55,53,33,18,10,8,136,26,0,0,22,2,24,0,0,0,default,tsx,tsx,0.49.6
2025-05-12T00:00:00.000Z,196269555,stephanieprice@ramirez.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-12T00:00:00.000Z,196275726,castrosherry@barron.com,True,0,0,0,0,0,0,0,13,0,0,0,2,0,2,0,0,0,default,,tpl,
2025-05-12T00:00:00.000Z,196343568,gibbschristopher@berger.info,True,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,,,go,
2025-05-12T00:00:00.000Z,198669145,apace@morrison.net,True,115,59,84,33,13,10,3,1,0,0,0,8,0,8,0,0,0,default,ts,ts,0.49.6
2025-05-12T00:00:00.000Z,198705864,vmoore@hotmail.com,True,59,33,20,13,7,2,5,272,48,0,0,7,1,8,0,0,0,default,ts,ts,0.49.6
2025-05-12T00:00:00.000Z,199079848,rachelmartin@caldwell.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-12T00:00:00.000Z,202025709,allentaylor@patel-colon.biz,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-12T00:00:00.000Z,202144429,clarkgarrett@gmail.com,True,154,24,0,0,10,0,10,7,0,0,0,4,0,4,0,0,0,claude-3.7-sonnet,go,go,0.49.6
2025-05-13T00:00:00.000Z,26813301,ttaylor@hotmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-13T00:00:00.000Z,50432902,justin53@yahoo.com,True,783,216,266,121,30,11,19,283,45,0,0,10,0,10,0,0,0,claude-3.7-sonnet-thinking,tsx,tsx,0.49.6
2025-05-13T00:00:00.000Z,158006748,jessicaprice@oneal.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-13T00:00:00.000Z,158021034,olsondavid@gmail.com,True,6845,3996,533,521,87,12,73,162,36,0,0,42,11,53,0,0,0,claude-3.7-sonnet-thinking,tsx,go,0.49.6
2025-05-13T00:00:00.000Z,182627060,usmith@gmail.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-13T00:00:00.000Z,183676659,stanley75@graham.net,True,196,80,89,68,5,3,1,80,8,0,0,6,1,7,0,0,0,claude-3.7-sonnet,ts,tsx,0.49.6
2025-05-13T00:00:00.000Z,183725473,walkerdaniel@hotmail.com,True,24,12,6,5,5,1,3,103,18,0,0,8,0,8,0,0,0,default,swift,ts,0.49.6
2025-05-13T00:00:00.000Z,183895883,owatson@reed-fox.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-13T00:00:00.000Z,184354755,tristanknight@hernandez.com,True,504,403,143,124,50,20,28,84,11,0,0,28,0,28,0,0,0,default,tsx,tsx,0.49.6
2025-05-13T00:00:00.000Z,186637084,sarahanderson@smith.com,True,44,13,0,0,6,0,6,3,0,0,0,3,0,3,0,0,0,default,go,go,0.49.6
2025-05-13T00:00:00.000Z,187080483,kevinsmith@yahoo.com,True,63,19,20,3,15,2,9,494,140,0,0,19,11,30,0,0,0,default,go,go,0.49.6
2025-05-13T00:00:00.000Z,194694203,samantha99@middleton.com,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2025-05-13T00:00:00.000Z,194767458,julia38@torres.org,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
